datetime,participate,Star,Fork,IssueComment,OpenIssue,ClosedIssue,PROpen,PRdeclined,PRMerged,commits,CodeAddedLines,CodeDeletedLines,PRReviewComment
2020-05-22,51,16,6,105,15,3,12,1,4,14,243,49,15
2020-05-23,15,9,2,6,1,0,1,1,0,0,0,0,0
2020-05-24,19,12,1,8,1,0,0,0,0,0,0,0,1
2020-05-25,42,18,2,71,5,1,14,3,9,35,476,273,12
2020-05-26,53,12,3,138,22,8,15,6,18,111,918,269,37
2020-05-27,56,18,2,83,11,7,16,0,4,23,93,13,23
2020-05-28,65,22,3,163,22,4,10,2,9,37,712,378,46
2020-05-29,59,19,1,110,25,4,20,0,6,23,328,41,40
2020-05-30,24,11,2,16,1,0,1,0,1,1,4,2,1
2020-05-31,24,12,3,19,0,0,1,1,0,0,0,0,4
2020-06-01,57,9,4,253,9,7,22,5,21,77,810,186,37
2020-06-02,59,13,1,338,12,5,23,4,26,207,1715,348,37
2020-06-03,58,18,2,278,13,9,29,4,17,95,117351,563,35
2020-06-04,57,11,3,270,13,4,29,5,20,71,3483,724,21
2020-06-05,59,13,3,354,101,14,26,1,31,168,2367,976,22
2020-06-06,36,19,4,82,2,6,5,0,12,52,311,105,1
2020-06-07,24,8,4,39,3,0,3,0,3,4,4,1,10
2020-06-08,77,30,5,178,10,12,17,4,9,60,642,173,28
2020-06-09,71,26,3,161,5,6,15,0,7,93,660,328,31
2020-06-10,80,34,10,210,17,13,29,1,21,186,1835,367,20
2020-06-11,72,21,5,172,16,6,22,2,13,57,278,359,18
2020-06-12,56,14,7,116,14,6,9,2,11,49,347,240,8
2020-06-13,18,9,0,17,0,0,2,1,0,0,0,0,1
2020-06-14,10,4,0,25,0,0,1,0,0,0,0,0,1
2020-06-15,55,14,5,140,30,10,11,1,12,60,599,116,12
2020-06-16,63,21,2,132,15,9,8,2,9,56,975,281,54
2020-06-17,53,11,3,154,26,6,17,0,17,137,738,150,29
2020-06-18,52,10,2,216,7,11,9,0,17,109,2256,536,73
2020-06-19,63,20,4,242,12,10,15,1,16,134,1560,338,36
2020-06-20,26,18,2,12,4,0,0,1,0,0,0,0,1
2020-06-21,15,6,2,10,1,0,0,0,0,0,0,0,3
2020-06-22,50,20,6,169,5,6,20,1,12,103,3939,2269,23
2020-06-23,50,9,5,90,3,1,14,2,5,16,519,424,48
2020-06-24,58,23,5,128,12,0,8,1,7,80,2664,270,27
2020-06-25,22,8,2,19,1,0,0,0,0,0,0,0,2
2020-06-26,26,13,0,12,1,2,2,0,0,0,0,0,1
2020-06-27,19,4,2,18,2,1,2,2,2,13,106,11,5
2020-06-28,37,11,3,194,8,4,16,4,18,179,1233,166,28
2020-06-29,60,16,7,220,12,5,14,3,23,84,861,297,30
2020-06-30,57,13,1,179,16,10,13,3,7,97,864,376,37
2020-07-01,46,12,3,93,5,4,10,4,7,130,1031,290,18
2020-07-02,51,15,5,111,11,10,9,1,8,26,855,476,23
2020-07-03,53,14,8,90,13,5,15,1,4,18,104,104,19
2020-07-04,24,13,2,7,3,1,3,0,0,0,0,0,2
2020-07-05,23,9,2,28,1,0,5,2,1,2,29,45,8
2020-07-06,41,7,2,189,2,9,16,2,14,112,916,520,25
2020-07-07,52,10,3,241,17,3,14,1,17,109,60896,1252,44
2020-07-08,56,20,7,159,9,3,20,1,13,80,1010,370,27
2020-07-09,47,14,4,133,5,2,5,1,1,10,71,8,52
2020-07-10,45,9,3,127,21,18,5,1,8,32,452,121,31
2020-07-11,18,10,1,24,0,9,0,0,0,0,0,0,1
2020-07-12,16,6,1,25,1,3,1,0,0,0,0,0,2
2020-07-13,50,12,2,215,10,15,21,4,16,73,594,185,30
2020-07-14,59,14,1,268,20,14,21,2,17,130,1477,437,22
2020-07-15,68,12,3,367,18,19,27,2,28,171,2997,1393,33
2020-07-16,64,11,4,223,18,20,31,4,14,40,581,203,57
2020-07-17,44,11,5,79,8,4,7,2,7,29,234,21,27
2020-07-18,16,6,0,36,0,2,1,1,1,10,916,7,3
2020-07-19,21,6,2,18,2,1,2,0,0,0,0,0,2
2020-07-20,54,13,4,247,2,8,11,0,17,83,580,1577,70
2020-07-21,60,12,5,213,6,17,18,4,18,87,454,320,44
2020-07-22,59,18,3,196,7,65,8,2,5,41,274,93,57
2020-07-23,62,14,8,180,9,44,12,3,7,47,660,249,24
2020-07-24,64,18,2,200,8,7,21,8,18,88,58907,392,37
2020-07-25,22,8,4,14,0,3,5,0,0,0,0,0,10
2020-07-26,18,9,1,11,0,1,2,1,0,0,0,0,1
2020-07-27,69,24,3,174,12,3,12,3,13,209,3220,855,63
2020-07-28,63,17,2,331,8,3,18,3,30,166,1490,665,48
2020-07-29,64,17,1,268,7,19,24,2,21,129,3004,372,41
2020-07-30,69,16,1,173,6,35,18,4,10,41,1098,127,57
2020-07-31,64,20,1,119,15,6,14,10,8,47,369,46,17
2020-08-01,29,10,2,35,0,0,3,2,0,0,0,0,1
2020-08-02,17,6,0,15,0,0,2,1,0,0,0,0,2
2020-08-03,67,14,6,385,14,37,14,2,22,223,3648,1819,26
2020-08-04,75,17,6,162,9,18,17,2,13,82,778,971,44
2020-08-05,67,15,3,193,16,10,23,2,13,69,440,155,23
2020-08-06,59,13,5,218,8,20,21,7,16,87,2293,3190,35
2020-08-07,58,15,5,116,12,10,16,2,8,69,1054,636,38
2020-08-08,30,14,2,19,1,0,2,0,0,0,0,0,18
