datetime,participate,Star,Fork,IssueComment,OpenIssue,ClosedIssue,PROpen,PRdeclined,PRMerged,commits,CodeAddedLines,CodeDeletedLines,PRReviewComment
2020-04-04,93,74,18,5,1,1,1,0,0,0,0,0,0
2020-04-05,112,90,21,6,1,0,4,1,0,0,0,0,0
2020-04-06,118,96,20,15,5,4,3,1,1,2,1,1,0
2020-04-07,137,111,28,19,4,3,0,0,2,2,40,61,0
2020-04-08,148,114,24,16,3,1,0,0,0,0,0,0,0
2020-04-09,133,121,22,11,2,1,1,0,0,0,0,0,0
2020-04-10,140,117,24,7,2,3,0,0,0,0,0,0,0
2020-04-11,98,79,19,8,3,3,0,0,0,0,0,0,0
2020-04-12,99,81,23,0,0,0,1,0,0,0,0,0,0
2020-04-13,142,124,27,9,1,1,1,0,0,0,0,0,0
2020-04-14,138,125,23,6,2,2,0,0,0,0,0,0,0
2020-04-15,145,111,26,7,5,3,0,0,0,0,0,0,0
2020-04-16,136,113,28,12,5,5,0,0,0,0,0,0,0
2020-04-17,175,159,27,7,2,1,0,0,0,0,0,0,0
2020-04-18,107,88,18,10,3,2,1,0,0,0,0,0,0
2020-04-19,115,103,14,4,0,0,1,0,0,0,0,0,0
2020-04-20,150,126,24,18,3,3,1,1,0,0,0,0,0
2020-04-21,140,111,27,12,0,0,1,0,0,0,0,0,1
2020-04-22,179,159,29,22,2,2,1,1,0,0,0,0,0
2020-04-23,155,117,27,27,7,6,0,0,0,0,0,0,0
2020-04-24,134,110,25,7,3,3,1,1,0,0,0,0,0
2020-04-25,108,93,13,7,1,1,0,0,0,0,0,0,0
2020-04-26,113,86,20,11,1,0,1,0,1,2,11,16,0
2020-04-27,118,91,24,13,2,3,1,0,0,0,0,0,0
2020-04-28,137,117,28,16,5,4,0,0,0,0,0,0,0
2020-04-29,129,108,23,9,4,4,0,0,0,0,0,0,0
2020-04-30,125,110,15,13,3,3,0,0,0,0,0,0,0
2020-05-01,100,80,13,5,2,2,1,0,1,1,10,0,0
2020-05-02,81,71,8,3,1,1,0,0,0,0,0,0,0
2020-05-03,79,62,16,4,2,1,0,0,0,0,0,0,0
2020-05-04,90,69,16,10,1,2,0,0,0,0,0,0,0
2020-05-05,81,62,14,11,2,1,2,0,0,0,0,0,0
2020-05-06,121,98,19,4,3,2,0,0,0,0,0,0,0
2020-05-07,118,101,18,10,5,4,0,0,0,0,0,0,0
2020-05-08,133,99,29,9,1,2,1,1,0,0,0,0,0
2020-05-09,111,86,26,4,4,2,0,0,0,0,0,0,0
2020-05-10,75,64,17,0,0,0,0,0,0,0,0,0,0
2020-05-11,121,97,26,6,0,0,0,0,0,0,0,0,0
2020-05-12,115,92,25,2,0,0,1,1,0,0,0,0,0
2020-05-13,127,108,23,5,1,0,1,0,0,0,0,0,0
2020-05-14,115,91,22,12,1,1,0,0,0,0,0,0,0
2020-05-15,127,99,25,19,4,4,0,0,0,0,0,0,0
2020-05-16,79,67,15,0,0,0,0,0,0,0,0,0,0
2020-05-17,85,76,13,3,0,0,0,0,0,0,0,0,0
2020-05-18,106,85,20,21,3,1,1,0,0,0,0,0,0
2020-05-19,105,91,18,3,1,2,0,1,0,0,0,0,0
2020-05-20,112,98,17,11,4,4,0,0,0,0,0,0,0
2020-05-21,97,89,23,0,0,0,0,0,0,0,0,0,0
2020-05-22,87,70,17,7,1,1,0,0,0,0,0,0,0
2020-05-23,80,57,24,5,0,0,2,1,0,0,0,0,0
2020-05-24,73,57,13,4,2,1,0,0,0,0,0,0,0
2020-05-25,105,93,18,3,0,0,1,0,0,0,0,0,0
2020-05-26,115,99,29,2,0,0,1,0,0,0,0,0,0
2020-05-27,114,103,15,4,1,1,0,0,0,0,0,0,0
2020-05-28,106,74,21,13,2,2,1,1,0,0,0,0,0
2020-05-29,125,100,24,9,1,0,0,0,0,0,0,0,0
2020-05-30,82,68,15,3,0,0,1,0,0,0,0,0,0
2020-05-31,85,63,17,4,1,0,1,0,0,0,0,0,0
2020-06-01,118,87,27,13,2,2,2,0,1,1,1,3,0
2020-06-02,137,105,26,13,5,5,1,0,0,0,0,0,0
2020-06-03,133,108,24,10,1,0,3,1,3,3,24,34,0
2020-06-04,123,101,25,9,1,0,1,0,0,0,0,0,0
2020-06-05,106,83,22,12,3,4,2,1,0,0,0,0,0
2020-06-06,74,66,12,1,0,0,0,0,0,0,0,0,0
2020-06-07,68,64,11,0,0,0,0,0,0,0,0,0,0
2020-06-08,101,79,19,8,2,2,0,0,0,0,0,0,0
2020-06-09,100,85,17,3,1,1,0,0,0,0,0,0,0
2020-06-10,96,73,22,6,4,2,0,0,0,0,0,0,0
2020-06-11,121,97,24,8,2,2,0,0,0,0,0,0,2
2020-06-12,101,86,18,7,2,0,0,0,0,0,0,0,0
2020-06-13,76,60,18,1,0,0,0,0,0,0,0,0,0
2020-06-14,70,66,8,1,1,1,0,0,0,0,0,0,0
2020-06-15,94,79,21,4,1,2,1,0,0,0,0,0,0
2020-06-16,114,98,26,2,1,1,0,0,0,0,0,0,0
2020-06-17,165,134,33,8,4,4,0,0,0,0,0,0,0
2020-06-18,140,116,23,12,2,1,1,0,0,0,0,0,0
2020-06-19,98,86,18,1,0,0,0,0,0,0,0,0,0
2020-06-20,88,64,20,7,2,2,0,0,0,0,0,0,0
2020-06-21,64,54,13,3,0,0,1,1,0,0,0,0,0
2020-06-22,95,71,21,6,0,0,0,0,0,0,0,0,0
2020-06-23,116,100,20,4,3,3,0,0,0,0,0,0,0
2020-06-24,100,85,26,4,0,0,1,0,0,0,0,0,0
2020-06-25,62,52,13,3,0,0,0,0,0,0,0,0,0
2020-06-26,70,54,15,2,1,1,0,0,0,0,0,0,0
2020-06-27,50,40,10,2,1,0,0,0,0,0,0,0,0
2020-06-28,94,68,30,7,1,2,0,0,0,0,0,0,0
2020-06-29,97,80,16,4,3,2,0,0,0,0,0,0,0
2020-06-30,104,86,25,1,0,0,1,0,0,0,0,0,0
2020-07-01,98,86,17,5,3,2,1,0,1,1,6,6,0
2020-07-02,113,90,18,7,2,2,1,0,0,0,0,0,1
2020-07-03,125,104,21,12,3,4,2,1,0,0,0,0,2
2020-07-04,74,65,15,2,1,1,0,0,0,0,0,0,0
2020-07-05,81,59,21,1,0,0,3,2,0,0,0,0,0
2020-07-06,128,101,22,9,5,4,0,0,0,0,0,0,0
2020-07-07,170,125,47,14,2,3,2,2,0,0,0,0,0
2020-07-08,117,114,24,5,2,2,0,0,0,0,0,0,0
2020-07-09,119,106,22,2,0,0,1,1,0,0,0,0,0
2020-07-10,111,96,23,4,0,0,0,0,0,0,0,0,0
2020-07-11,74,61,12,2,1,1,1,0,0,0,0,0,0
2020-07-12,79,64,14,2,0,0,1,1,0,0,0,0,0
2020-07-13,119,90,29,5,2,2,0,0,0,0,0,0,0
2020-07-14,97,79,22,2,1,0,0,0,0,0,0,0,0
2020-07-15,118,90,31,14,6,7,2,1,0,0,0,0,0
2020-07-16,97,79,21,5,0,0,0,0,0,0,0,0,0
2020-07-17,121,102,28,3,1,0,2,0,0,0,0,0,0
2020-07-18,104,82,23,7,2,3,1,1,0,0,0,0,0
2020-07-19,85,68,12,4,1,1,0,0,0,0,0,0,0
2020-07-20,140,110,33,7,1,1,0,0,0,0,0,0,0
2020-07-21,106,83,23,6,1,1,1,1,0,0,0,0,0
2020-07-22,106,86,24,2,2,1,0,0,0,0,0,0,0
2020-07-23,120,107,21,8,3,2,2,1,0,0,0,0,0
2020-07-24,105,86,21,6,3,2,0,0,0,0,0,0,0
2020-07-25,75,57,23,6,0,2,0,1,0,0,0,0,0
2020-07-26,56,45,12,2,0,0,2,0,0,0,0,0,0
2020-07-27,117,103,19,12,2,1,1,1,0,0,0,0,0
2020-07-28,107,83,25,5,1,0,0,0,0,0,0,0,0
2020-07-29,133,116,21,10,2,2,1,1,0,0,0,0,0
2020-07-30,124,95,32,8,3,3,1,0,1,1,18,38,0
2020-07-31,117,95,23,4,0,0,0,0,0,0,0,0,0
2020-08-01,71,55,18,2,0,0,0,0,0,0,0,0,0
2020-08-02,84,59,23,4,1,1,1,1,0,0,0,0,0
2020-08-03,106,93,20,4,1,1,1,1,0,0,0,0,0
2020-08-04,123,108,21,6,5,5,2,0,0,0,0,0,0
2020-08-05,117,98,23,2,0,0,3,3,1,1,29,36,0
2020-08-06,117,96,26,6,3,1,1,0,0,0,0,0,0
2020-08-07,108,98,16,8,3,3,1,0,1,1,15,10,0
2020-08-08,59,41,10,9,3,3,1,0,0,0,0,0,1
2020-08-09,78,64,14,3,1,1,2,2,0,0,0,0,1
2020-08-10,128,122,22,0,0,0,0,7,1,1,10,0,1
2020-08-11,119,102,27,17,5,5,0,0,0,0,0,0,0
2020-08-12,135,124,22,6,1,1,1,0,0,0,0,0,0
2020-08-13,149,120,41,9,2,2,0,2,1,2,15,6,0
2020-08-14,130,118,27,10,3,3,1,1,0,0,0,0,0
2020-08-15,77,56,21,5,0,0,2,1,0,0,0,0,0
2020-08-16,84,71,12,6,0,0,1,0,0,0,0,0,0
2020-08-17,107,86,24,9,2,1,0,0,0,0,0,0,0
2020-08-18,111,89,23,2,0,0,0,0,0,0,0,0,0
2020-08-19,92,68,21,7,2,2,0,0,0,0,0,0,0
2020-08-20,109,81,25,8,1,1,0,0,0,0,0,0,0
2020-08-21,57,41,15,4,2,1,0,0,0,0,0,0,0
2020-08-23,15,13,2,0,0,0,0,0,0,0,0,0,0
2020-08-24,104,94,16,3,0,0,0,0,0,0,0,0,0
2020-08-25,103,86,15,7,5,3,2,1,0,0,0,0,1
2020-08-26,113,102,17,5,2,1,3,2,1,1,10,0,0
2020-08-27,110,89,23,5,2,4,1,0,0,0,0,0,0
2020-08-28,99,82,14,5,4,4,0,0,0,0,0,0,0
2020-08-29,84,65,31,4,2,2,0,0,0,0,0,0,0
2020-08-30,84,71,16,3,1,0,0,0,0,0,0,0,0
2020-08-31,90,66,21,8,1,2,0,0,0,0,0,0,0
2020-09-01,100,82,17,14,4,4,0,0,0,0,0,0,0
2020-09-02,122,87,31,13,4,4,0,1,0,0,0,0,0
2020-09-03,114,85,27,16,5,3,1,0,0,0,0,0,0
2020-09-04,108,86,21,8,0,1,0,0,0,0,0,0,0
2020-09-05,87,72,22,2,1,1,1,0,0,0,0,0,0
2020-09-06,69,56,15,2,0,0,1,1,0,0,0,0,0
2020-09-07,106,87,21,4,1,1,0,0,1,1,10,0,0
2020-09-08,125,110,19,9,3,3,0,0,0,0,0,0,0
2020-09-09,118,136,24,4,2,0,1,0,0,0,0,0,0
2020-09-10,105,80,22,12,1,1,1,1,0,0,0,0,0
2020-09-11,106,85,19,7,3,3,1,1,0,0,0,0,0
2020-09-12,76,56,20,2,1,1,0,0,0,0,0,0,0
2020-09-13,70,55,12,5,1,1,0,0,0,0,0,0,0
2020-09-14,121,85,32,6,1,1,0,0,0,0,0,0,1
2020-09-15,110,87,26,3,1,1,0,0,0,0,0,0,0
2020-09-16,99,82,16,7,3,2,2,3,1,1,10,0,0
2020-09-17,104,85,18,7,4,3,0,0,0,0,0,0,0
2020-09-18,132,113,19,4,1,1,0,0,0,0,0,0,0
2020-09-19,152,137,28,0,0,0,0,0,0,0,0,0,0
2020-09-20,89,70,18,3,0,0,0,0,0,0,0,0,0
2020-09-21,172,141,34,7,1,8,0,3,8,16,93,45,4
2020-09-22,143,124,23,4,0,0,0,1,0,0,0,0,0
2020-09-23,130,104,23,7,4,3,0,0,0,0,0,0,0
2020-09-24,118,100,23,16,2,3,1,1,0,0,0,0,0
2020-09-25,105,84,22,5,3,3,0,0,0,0,0,0,0
2020-09-26,63,54,9,3,0,0,0,0,0,0,0,0,0
2020-09-27,83,66,19,1,0,0,0,0,0,0,0,0,0
2020-09-28,122,88,31,8,3,3,0,0,0,0,0,0,0
2020-09-29,113,88,31,7,2,2,2,1,0,0,0,0,0
2020-09-30,107,94,16,5,2,1,0,0,0,0,0,0,0
2020-10-01,66,43,12,17,3,2,1,0,0,0,0,0,0
2020-10-02,79,56,22,9,0,0,2,2,1,1,1,0,0
2020-10-03,56,39,13,5,1,1,1,0,0,0,0,0,0
2020-10-04,41,37,4,2,0,0,0,0,0,0,0,0,0
2020-10-05,91,72,20,14,1,1,4,0,2,2,18,2,0
2020-10-06,71,54,14,7,3,3,1,1,0,0,0,0,0
2020-10-07,66,52,13,3,2,0,1,0,0,0,0,0,0
2020-10-08,71,53,17,2,1,0,0,0,0,0,0,0,0
2020-10-09,106,80,25,6,1,1,0,0,0,0,0,0,0
2020-10-10,82,59,23,2,0,0,0,0,0,0,0,0,0
2020-10-11,74,63,16,3,0,0,1,1,0,0,0,0,0
2020-10-12,92,73,23,3,2,2,0,0,0,0,0,0,0
2020-10-13,91,73,24,3,1,1,1,1,0,0,0,0,0
2020-10-14,71,48,20,6,1,1,0,0,0,0,0,0,0
2020-10-15,81,70,16,3,0,0,0,0,0,0,0,0,0
2020-10-16,95,75,19,4,1,0,2,0,1,2,3,3,0
2020-10-17,54,38,14,7,0,0,1,0,0,0,0,0,0
2020-10-18,77,66,14,3,0,0,0,0,0,0,0,0,0
2020-10-19,82,65,21,4,2,2,0,0,0,0,0,0,0
2020-10-20,84,63,23,2,0,0,0,0,0,0,0,0,0
2020-10-21,97,82,19,1,0,0,1,1,0,0,0,0,0
2020-10-22,96,66,27,7,2,1,1,1,0,0,0,0,0
2020-10-23,84,73,16,14,5,4,0,0,0,0,0,0,0
2020-10-24,45,31,13,2,1,1,0,0,0,0,0,0,0
2020-10-25,69,53,22,8,0,0,2,1,0,0,0,0,2
2020-10-26,67,61,15,5,0,0,1,1,0,0,0,0,0
2020-10-27,86,65,23,0,0,0,0,0,0,0,0,0,0
2020-10-28,95,80,21,6,1,1,0,0,0,0,0,0,0
2020-10-29,81,60,20,7,1,1,0,0,0,0,0,0,0
2020-10-30,89,78,15,5,0,0,1,0,0,0,0,0,0
2020-10-31,60,41,20,5,1,1,1,0,0,0,0,0,0
2020-11-01,47,34,11,3,0,0,0,1,0,0,0,0,0
2020-11-02,73,62,13,5,2,0,0,0,0,0,0,0,0
2020-11-03,103,79,24,15,1,3,1,2,0,0,0,0,0
2020-11-04,87,68,22,4,1,1,0,0,0,0,0,0,0
2020-11-05,80,62,21,2,1,1,0,0,0,0,0,0,0
2020-11-06,85,61,30,4,2,2,0,0,0,0,0,0,0
2020-11-07,48,32,15,5,1,1,0,0,0,0,0,0,0
2020-11-08,54,45,13,0,0,0,1,0,0,0,0,0,0
2020-11-09,82,62,23,18,3,3,3,3,0,0,0,0,0
2020-11-10,82,62,21,3,2,2,0,0,0,0,0,0,0
2020-11-11,81,61,21,4,1,1,1,1,0,0,0,0,0
2020-11-12,82,59,21,3,2,1,0,0,0,0,0,0,0
2020-11-13,75,57,20,4,3,2,0,0,0,0,0,0,0
2020-11-14,67,56,13,2,1,0,0,0,0,0,0,0,0
2020-11-15,55,43,16,2,0,0,0,0,0,0,0,0,0
2020-11-16,72,52,23,5,1,1,0,0,0,0,0,0,0
2020-11-17,99,73,30,9,2,1,3,1,0,0,0,0,0
2020-11-18,77,64,19,1,1,1,0,0,0,0,0,0,0
2020-11-19,95,69,22,14,2,1,0,0,0,0,0,0,0
2020-11-20,103,82,29,4,1,0,0,0,0,0,0,0,0
2020-11-21,61,49,11,4,0,2,3,1,2,2,101,44,0
2020-11-22,65,56,10,5,1,1,0,0,0,0,0,0,0
2020-11-23,89,69,23,4,2,0,0,0,0,0,0,0,0
2020-11-24,118,95,25,9,2,3,3,1,1,1,5,0,0
2020-11-25,104,88,23,1,0,0,0,0,0,0,0,0,0
2020-11-26,92,65,27,2,1,0,0,0,0,0,0,0,0
2020-11-27,97,77,21,1,0,0,2,0,0,0,0,0,0
2020-11-28,63,53,9,4,2,2,0,0,0,0,0,0,0
2020-11-29,61,53,11,1,1,1,0,0,0,0,0,0,0
2020-11-30,87,67,24,3,0,0,0,0,0,0,0,0,0
2020-12-01,101,91,16,5,1,1,0,0,0,0,0,0,0
2020-12-02,98,95,18,1,0,0,0,0,0,0,0,0,0
2020-12-03,96,74,27,5,4,4,0,0,0,0,0,0,0
2020-12-04,82,60,26,3,1,0,0,0,0,0,0,0,0
2020-12-05,51,50,10,2,1,1,0,0,0,0,0,0,0
2020-12-06,59,44,20,1,0,0,1,1,0,0,0,0,0
2020-12-07,84,61,17,9,4,3,0,0,0,0,0,0,0
2020-12-08,89,75,18,6,1,2,0,0,0,0,0,0,0
2020-12-09,96,75,20,11,3,3,2,0,0,0,0,0,0
2020-12-10,92,78,18,0,0,0,0,0,0,0,0,0,0
2020-12-11,79,57,20,0,0,0,2,2,0,0,0,0,0
2020-12-12,60,47,18,2,0,0,1,1,0,0,0,0,0
2020-12-13,59,46,14,1,1,1,0,0,0,0,0,0,0
2020-12-14,88,72,17,2,1,1,0,0,0,0,0,0,0
2020-12-15,77,56,20,3,1,1,1,1,0,0,0,0,0
2020-12-16,88,70,23,1,2,0,2,0,0,0,0,0,0
2020-12-17,104,79,25,12,0,1,2,1,0,0,0,0,0
2020-12-18,80,61,18,6,1,1,1,2,0,0,0,0,0
2020-12-19,54,45,5,3,1,1,0,0,0,0,0,0,0
2020-12-20,74,56,13,10,2,2,0,0,0,0,0,0,0
2020-12-21,61,42,14,6,2,1,0,0,0,0,0,0,0
2020-12-22,83,66,28,2,1,1,0,0,0,0,0,0,0
2020-12-23,78,66,17,1,1,0,0,0,0,0,0,0,0
2020-12-24,84,67,23,2,0,0,0,0,0,0,0,0,0
2020-12-25,65,51,26,2,0,0,1,0,0,0,0,0,0
2020-12-26,68,54,26,0,0,0,0,0,0,0,0,0,0
2020-12-27,59,46,20,0,0,0,0,0,0,0,0,0,0
2020-12-28,81,65,14,2,1,1,2,0,2,2,43,13,0
2020-12-29,90,65,24,5,2,2,0,0,0,0,0,0,0
2020-12-30,94,78,21,1,0,0,1,0,0,0,0,0,0
2020-12-31,66,53,12,0,0,0,1,1,0,0,0,0,0
